Id,SalePrice
2658,131203.77289226808
2718,194705.11046953942
2414,194484.2023180654
1989,129460.25337955974
625,165081.98487427225
333,106623.184441752
1327,119414.92595542136
858,144025.59061005618
95,201655.20178513805
1568,155317.92444177548
2482,171316.83648872084
1364,136867.29441429744
2584,149795.77098313294
818,305291.06203726254
2673,148004.0221139562
2089,139674.57553340672
1297,145168.36960075196
790,118042.04410096935
2616,190228.0226709186
720,177911.47271101727
222,136280.63450104662
557,119502.30883733736
1148,196291.99423096035
2766,137666.3745028131
534,197161.71868256057
1452,114670.881442101
630,127130.1997742028
2648,130956.93307761564
125,149546.12267154994
1904,71630.82873303753
1670,106065.6328284284
756,109433.75594041958
717,251096.71124665602
1032,152368.34397842185
852,211781.09266432328
1731,193233.3241275587
2639,118100.06065381318
2071,69528.77413774244
1267,128732.38250596914
1851,192378.75266776103
567,167344.3146523713
2439,217717.3376451609
1898,156902.5604204869
647,138482.07910552857
2256,194417.20878952346
979,114629.03704450955
1444,210348.5590787019
2485,116068.43574954558
157,128624.6162564272
88,124868.08754683816
2003,114414.04028735343
186,199367.2216283961
1425,262836.49584733247
2695,134757.76863651237
738,109536.05723238521
395,164356.85366059086
1353,156557.40762682655
1878,135167.51124456682
390,163702.27453848204
1456,230785.923281728
1103,288717.0216986194
1387,122283.0643409642
2070,133314.69691579463
1199,183470.67727054688
2479,178552.4507424209
501,292951.1985912219
2362,97822.21779766542
1718,184537.17219204278
2188,87478.77364629168
1483,155804.1462520986
2557,92976.80395618809
437,348177.25872444944
2224,170799.54114451035
1628,185891.04023891359
397,124461.13895462864
587,189219.27587422557
971,134841.8426049817
2611,149321.86218486092
1887,92144.83200533691
2399,334634.57566691336
2148,209440.80494278006
304,117522.85343836213
1997,123368.33837057231
2817,125798.22724275952
1431,183407.30463636637
427,346152.80562052736
263,123321.30648578821
598,163269.10396968864
2895,226040.98859281602
687,156646.19075597113
1822,132935.24651973078
2191,108706.50210219067
179,131368.9918635814
1009,203575.2784027446
2010,126679.30616910003
1991,130648.48545162595
1411,142580.04107217767
1721,238853.6218374406
1144,187683.05754054923
593,220601.89759551288
575,264436.6027183947
1249,177169.41363988956
1604,121348.95946014162
1064,452320.03246711526
1923,136933.31839581544
1988,112573.84015368173
2325,174130.81177389354
114,186354.5619771106
2700,187402.50559119578
217,107777.15554058686
343,171256.1423760425
386,238590.12896465804
2005,105709.91975027249
2908,130820.62008104537
1814,208018.61652099734
2446,497157.4134722945
208,143092.9847693442
1679,130496.5541846879
822,332267.5179965012
6,183850.84206518263
1781,391611.79445953196
2397,281124.7907406736
2340,287912.20388641633
1618,168565.80713156762
2843,123790.7883581978
1061,362804.74283140333
2786,120479.47979668711
1935,133618.14929826523
1341,119384.22170314989
521,280627.815923322
2136,132651.17010151155
996,179554.27917700773
227,135817.096275564
135,152759.70511704814
1167,163618.2067213105
294,179730.36664598083
1776,196999.75898078224
540,181260.18729541125
1717,184537.17219204278
2303,123659.30696856529
116,185046.03944052724
127,132833.7380964583
1371,140161.288836982
1014,156774.732941529
1507,92234.360502538
702,150259.77815124614
750,149663.8603829927
261,148330.84026839936
1559,82613.37053089823
577,221110.86856746714
2812,208266.55601971463
2080,148785.55431664616
1368,119398.9821073063
2376,120694.7644344885
659,113227.22253237614
1235,118927.00864775479
332,98473.39351184794
1917,145933.72325291063
2094,249564.34065331408
1460,261966.6236943275
1471,194823.57696419556
1509,125445.95462247008
1922,129581.20639256168
433,488177.8486929084
460,281393.4792527619
1116,257473.04956269122
1137,166900.75983674973
53,191791.6058266843
2354,240714.11743324326
1475,200122.75501173554
1761,663115.4790836999
842,135555.5221051434
2739,159269.17471504014
2509,178523.488381504
1007,212642.79149551882
2610,181533.580372714
1952,98167.01228537934
2719,190328.28346494795
2921,106637.56878588788
1966,132307.98406900093
292,113972.96960093649
1204,196476.2009126694
1829,240039.21050014696
2419,198188.69482782664
391,166734.47424815994
798,116829.27530473443
481,197478.42669086676
193,186977.28400941638
555,123390.1160405303
899,74383.80805970334
2357,183239.12191394877
328,125402.75104235383
1356,115317.87783723426
1154,113819.45736282613
1730,182416.54719536295
2249,146483.14437616387
1119,259313.00696475973
2856,123423.65895042685
1394,143053.87737612074
2587,125876.43029016817
61,322756.56173847074
2661,190760.73544592393
2711,125010.3763116565
1147,183907.34686031795
757,139092.79045405364
2623,87316.50165290182
2378,162279.7875579567
1413,139799.2597609279
1722,223945.0160658036
1112,218254.0278450658
1623,182841.5812457033
1201,184473.46945820184
1513,123960.3057203885
957,225168.25128434793
1171,266929.93384440715
1145,201988.5861239422
2726,200180.0245276735
703,152238.48397990904
760,92876.05890542343
1964,141191.33738552345
2512,181408.52684756898
159,145563.13254964576
1281,168585.92358954423
468,180301.6252389057
290,123596.8262962533
665,112227.2564385993
1463,255262.93086997131
1792,237027.98729875832
923,127012.12782700709
500,260617.0082935949
1408,126491.86406978396
331,91437.32843587434
170,119601.90836565102
2192,97385.68503937668
2571,276698.0108550266
2314,167012.58573884948
2647,99011.58347458861
422,416868.27578326274
2457,344783.3437228438
1838,213373.4864654152
2805,246304.6127507229
1645,160585.69446602403
1711,308914.2033619243
2825,258393.94721339457
322,369763.45434723166
2103,265841.7970356749
342,115999.56955216068
600,108496.22818006336
488,187649.34202878413
1725,321021.3979624713
2246,242569.79499294725
2847,154775.0983360202
806,243121.83299988703
530,228338.01585250892
963,178610.14190459403
2678,93679.4105563161
171,95831.74184272156
2401,413625.79695122025
805,214737.76011564862
2259,225412.9514702412
1748,189659.86731934702
1361,135936.35758748197
1677,133523.87618586508
1406,143126.61086396288
2322,235088.674746732
688,162193.1912524068
143,133299.114826122
804,195550.88573775074
1214,160542.78915279862
2828,161568.611005194
1999,180999.87311584209
2467,200751.90667433973
2665,148837.83881192637
1538,339386.69024307403
398,111206.68833559168
2822,128245.5442222091
2157,156029.41081021508
1856,156500.1854111696
1269,118931.1941109375
2570,118298.66826323447
2320,251092.53391128388
1517,116520.09971201526
2304,117747.37156994731
1312,112463.75314287929
2012,122781.95323692703
506,210750.03400702847
2865,166640.16002937147
2367,123283.0482368636
554,106539.93884286772
238,122750.52946450497
1954,112539.68096332034
2488,171673.13143127013
2291,108441.01091843953
1969,95286.03406099688
2725,147294.13138812187
1482,155804.1462520986
2763,201161.7627658672
503,225437.8216994557
1584,240291.03734494516
1531,132365.32773696267
2210,163492.04143098538
459,325922.02297735953
556,129753.62805342923
1347,135927.82207612772
1290,95161.12447599843
1388,107430.8603222576
1571,167976.9458861664
2754,202084.16533064086
765,129476.92540284595
2494,119019.95163921696
2870,169419.84869071565
7,220449.4331566919
1114,236319.49233586073
2418,285947.5768126296
291,112126.58106720813
18,348037.6566285864
39,355580.28414076316
1001,254257.01714473328
2442,234827.96347174447
616,122092.27266724425
2680,70715.89803603232
1414,106905.78567620285
289,126469.31122542465
40,258982.80525158453
860,130539.85312708968
409,147756.94060152682
673,138953.88396225282
2427,191480.903865523
2036,202191.5088303579
2564,136854.10391114902
642,162760.02253337295
1008,184348.93523398
1908,147441.70629336545
2519,192598.25823517
1369,100684.6779507792
2855,138364.9148311261
712,93987.91223535572
1943,105364.60319710957
1958,126107.44551693527
107,173519.30638001446
2295,178579.9757300385
704,95187.21587342261
676,118813.62958194494
259,186111.95293106107
93,276244.9695230189
106,233623.32625365845
2315,180693.06465629322
1050,119282.71169456103
1095,198128.6473780134
2709,130370.82649047344
758,146900.4258708112
1496,163679.83546198206
2370,133151.18758911884
2458,260665.19433254868
2733,129984.46175168842
161,295939.9043701342
726,167401.71068890276
845,207952.04765703678
947,262631.06368499954
2232,117539.89922302656
2563,128251.61584944776
2299,130438.02803131237
211,117416.47103650347
605,172312.21492453766
1478,226887.80965869385
2247,243012.6563953308
2274,170114.40393138037
2869,179774.81132520456
967,227197.39492993662
2656,112801.99956623996
667,228398.58214239398
1042,123227.07079155257
2023,149544.5775375356
2447,397538.7718038457
2055,124039.21895412533
2275,288763.1496984931
2204,152782.14917456853
1563,254550.67217478776
483,204004.30578808885
796,139703.01897211352
1526,134904.66553231503
2042,124529.63710822401
442,340780.1463046361
1693,337282.8347362457
1468,203710.9717057898
1430,168781.7493147616
2605,169656.36571262323
1529,167004.35324969722
335,125065.65738495169
1287,133763.09558687243
31,115005.19974685283
1785,280074.90016943705
82,160922.216196303
2620,121601.02615834681
252,213356.8395550104
721,80027.03887656702
2165,187029.44756976448
2316,172251.69215715653
775,128487.29166373366
1558,87721.32084377218
17,237223.12042387846
1022,222601.31819948312
925,109452.28522654055
438,284390.72325967863
1270,136653.48796684045
1272,118771.45532708106
215,126078.72594465862
266,214722.37517060412
2402,259650.5206246302
1250,118479.5163420791
1984,111427.9226256289
1279,140993.25183024423
377,263611.42821328045
1252,144337.60538671058
2156,250403.29430349733
499,301051.7384817131
1374,116841.79515011853
2898,262494.24501926114
401,111552.1922134072
2721,179629.31077306144
2078,243242.46807522222
2589,123391.20696762919
1946,218436.62387767347
1334,124371.53292517367
2781,230631.2662580183
431,411153.64335097186
576,201562.88801253584
1474,208213.03629109953
2254,139662.87455939234
2155,285992.80326526647
885,131867.94311374208
643,127958.3410033858
1944,133128.5164413295
480,202496.43734000027
2845,112724.32323422823
2387,306286.02537491295
2407,205141.8524512432
2527,155671.4826232268
2514,172325.4208513673
629,156661.08445512337
80,209708.89645930348
1876,132931.48142202653
1546,128407.55036880348
2518,161064.90764228656
2347,156658.9639951301
783,164690.28703044433
1322,64549.81557442321
194,92112.82136743072
1770,268887.8222260957
2143,151196.13385225268
1229,194054.34754707053
511,269964.2111561467
46,206782.83744669016
1348,157760.93611283932
2465,199226.77548401256
387,232856.43612703797
873,196358.7841417997
1918,109405.37606873107
2764,231513.63478302318
2184,117445.59622501333
934,162180.99912530326
1920,132660.21747217287
2631,148935.2580160954
1768,647310.0239238079
2040,121909.19516006402
1749,219501.3991240782
834,200032.5794275874
1457,238348.62729064273
79,126099.69571851927
2302,116622.39421778756
1817,141512.05956171945
2755,240284.1397790974
359,176272.4096264679
2059,120174.26056520069
2092,246964.76574861415
2516,236428.01644379995
150,108486.6665076758
1656,149126.0001338619
83,104171.94740286551
2411,185365.9406802228
795,79615.10353808249
2312,234172.44072039935
2917,109314.91626677377
1624,191635.71160720903
2215,288945.04635949683
1211,140912.18076776387
1485,157364.4817077135
1024,166463.87051730035
570,183099.1707096865
2874,138195.52459477604
700,155890.3571897118
2756,214551.4232863866
2022,172513.44773945597
583,206369.81857147385
2392,355341.9098977506
2424,207061.78942682856
212,84175.7353705785
736,118884.73910258111
1610,164642.22511654094
890,121771.30726785303
467,180789.99227870518
578,229304.1774638752
1747,186400.52750134602
1149,171630.62406902167
2758,220645.6041940608
857,123918.5051612357
2219,267108.3420751868
733,104107.57902997624
2909,127485.8992445148
1798,267142.44733139453
235,117430.11747964112
2366,142521.02757406808
1027,132681.03399708733
1195,132197.62430800652
1303,67112.30418663746
148,161145.20329906864
608,138934.71225920873
2515,179666.33612196066
821,294630.1012530347
2500,260117.317552686
745,114582.63828602342
741,122626.81415712935
1611,122223.75137976029
2532,122838.26612929683
1081,223940.5010824293
1692,413222.694965998
2520,189240.4015653645
276,128796.88824076009
1992,134185.15979846503
663,54472.0603512197
418,137502.176652732
1733,189588.7640762865
2359,146257.25522895862
253,199496.586254065
1518,162121.06758618908
2035,131422.64267027727
2919,98473.39351184794
1540,221554.97388646015
2120,139338.7170225139
1674,183998.46177397692
256,142344.10429231552
2361,105060.71169237752
978,97813.25199603874
2280,159129.42073421282
2095,220133.88345946866
1709,313015.274255288
2801,230225.84276983523
1246,113137.11361806201
2373,123064.16780476976
1055,274438.91917378135
2017,121561.96941452149
1099,257712.74964043265
1344,113582.60658401433
835,168171.7142771524
1117,222693.1231680051
2043,90193.85472917734
