Id,SalePrice
2658,136450.19336321103
2718,195773.76361643072
2414,193766.22628145074
1989,130426.37710071953
625,165551.26286769923
333,106790.11487971057
1327,120082.92726404232
858,145139.69969833738
95,200414.87557927734
1568,154331.93754334684
2482,171129.91110388548
1364,135824.92886946155
2584,149677.25336237965
818,307957.76747225464
2673,146941.33944715298
2089,140590.53128138406
1297,146198.82901172608
790,118265.41815666451
2616,189634.65899574297
720,176991.04349754946
222,137054.28437845458
557,119144.79844400648
1148,195672.22275920527
2766,137274.04503234313
534,196165.4874383935
1452,114054.51343928074
630,127335.08686191819
2648,132677.5355279155
125,150059.14997088863
1904,71580.16873947998
1670,106006.77415721874
756,109817.45271599651
717,259954.38492870936
1032,153947.38826031273
852,210395.44661326025
1731,193656.86155161474
2639,119956.56371311282
2071,68864.76554551428
1267,133720.1787286065
1851,191552.61926598885
567,166637.2482031887
2439,218133.31067973532
1898,157705.19338530255
647,138667.72099551084
2256,190875.71435308695
979,114747.52285882262
1444,209349.86433357274
2485,115766.67345065107
157,129445.95216539176
88,125216.60184067053
2003,114674.88316817957
186,202452.67854532425
1425,260460.61731898366
2695,136259.81737193273
738,109250.02989478118
395,164827.85393987643
1353,157790.64338172713
1878,135170.55642992337
390,162523.95185014774
1456,230122.39892626926
1103,286210.6553520999
1387,123830.50876752454
2070,133497.9591064929
1199,184549.15320064084
2479,178742.93886212067
501,290653.50243531883
2362,97661.74203094393
1718,183671.24901315584
2188,86903.91195850086
1483,155151.2614199212
2557,93305.44697955772
437,356398.79033166356
2224,169917.39147056415
1628,185858.99405625442
397,125102.96953572494
587,189370.0797723853
971,134335.75409133823
2611,149044.81279914276
1887,91571.29107494536
2399,340932.7938107214
2148,208098.21178926635
304,116378.59670714723
1997,121278.0106423875
2817,127888.09031717549
1431,184329.63612475182
427,353016.0623463538
263,123052.59750159827
598,163025.66824416004
2895,223079.71708440004
687,155563.73989335092
1822,133916.20143293103
2191,109417.69424696604
179,133321.87335090098
1009,203380.0061020139
2010,127863.69992587646
1991,130099.40818913728
1411,143297.8194950294
1721,236629.77137785143
1144,187521.17889887808
593,220097.56632597014
575,268529.72551596304
1249,176982.94167599082
1604,120850.36278347744
1064,458824.2246045023
1923,136891.26138310056
1988,112858.26043221982
2325,175258.9930301363
114,186626.28900998842
2700,186659.0403319826
217,106414.36579489325
343,169859.06497676708
386,238054.84948099355
2005,105441.34151037842
2908,131465.3708940598
1814,206835.10538849793
2446,495180.816696677
208,142046.05196591074
1679,130233.47548111637
822,338114.4984772689
6,183594.19365789113
1781,397506.65592232713
2397,283321.1336386651
2340,288847.43123059167
1618,168772.68373734294
2843,123017.86618180522
1061,370474.54484161263
2786,120275.47507629113
1935,135001.53399550106
1341,119440.59087794358
521,277798.81488897215
2136,133020.117303163
996,179770.0174663187
227,135992.90709448507
135,153175.3185678915
1167,163156.3182180177
294,177824.80723716973
1776,195742.39978810007
540,180626.51854674015
1717,183671.24901315584
2303,124328.4466771603
116,185354.8739704353
127,134128.88364574563
1371,142665.1205410916
1014,156822.12340507185
1507,91501.45436818764
702,150639.56898802504
750,151071.1693668509
261,149117.6063570608
1559,85991.11405820599
577,220743.32889419247
2812,207489.44124856326
2080,149588.20800830692
1368,117298.52446915918
2376,120700.16773266603
659,113228.2518383883
1235,119105.71773987431
332,98389.4218805119
1917,146762.07713019353
2094,252495.2416306057
1460,260840.4409445829
1471,195433.51079327118
1509,126434.79921871454
1922,130267.26235030509
433,494957.96899705566
460,285900.7500648407
1116,255395.57230276323
1137,167263.92355572234
53,191294.12064436733
2354,240413.0017117709
1475,198905.30673332495
1761,674507.048253186
842,135537.15333169707
2739,159256.47272270045
2509,177693.25644598866
1007,212898.26033338186
2610,182335.08831984684
1952,99518.82987988916
2719,189338.29730062914
2921,106923.81651001802
1966,132331.7975347258
292,113685.29143812385
1204,195366.42553874617
1829,239050.39463848123
2419,198155.54748177814
391,166966.85114514726
798,115804.65855497133
481,197524.61879628885
193,188026.88716300434
555,123254.60875293678
899,74136.89210235888
2357,183727.30958379575
328,125992.81254195572
1356,113962.31303687146
1154,114744.8965265086
1730,182723.62035286232
2249,146812.4725411335
1119,258236.60264597266
2856,124158.7719746085
1394,143544.01775832547
2587,126151.51847886175
61,325320.34450168925
2661,190491.6470108519
2711,124784.5857531341
1147,183882.96730739894
757,139918.5366613553
2623,87085.1062058892
2378,162639.30898969484
1413,139529.44346512688
1722,221852.58528295968
1112,218468.07653984797
1623,182957.97437013072
1201,183689.46682207746
1513,126641.39671436184
957,225061.03938249624
1171,268036.4378231928
1145,202406.34610709737
2726,200057.39843987752
703,152839.12119852804
760,93876.67972374616
1964,142304.21291732584
2512,180818.17201689325
159,144825.55899227486
1281,168142.92126258984
468,180403.40895502755
290,124192.87788334065
665,110970.4675286509
1463,254223.3171744385
1792,235797.17165515322
923,127002.30154377627
500,258339.07279509152
1408,125868.87243751022
331,91915.66468729867
170,121762.89767547493
2192,97742.9917057403
2571,279418.5293223016
2314,167369.87526308105
2647,98593.81114807382
422,424252.3998289965
2457,352940.6580338558
1838,214476.38830718948
2805,244836.96444475767
1645,160432.07992938344
1711,312468.692748176
2825,261346.40490843193
322,378069.8348923028
2103,263165.17288821633
342,115735.76454073303
